,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LAT,LNG
673,ZOI Restaurante,restaurante,"Av. Hermenegildo Sá Cavalcante, s/n - Edson Queiroz, Fortaleza - CE, 60811-905",Restaurante,4.6,772,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.780681295916,-38.474000277247
674,Tilápia Restaurante,restaurante,"R. Eliseu Uchôa Beco, 450 - Guararapes, Fortaleza - CE, 60810-270",Restaurante,4.9,200,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Guararapes,-3.760652003698,-38.486433037783
675,Casa Fontana,restaurante,"R. Bento Albuquerque, 1976 - Cocó, Fortaleza - CE, 60192-050",Restaurante,4.5,111,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Cocó,-3.747459313138,-38.471908483792
676,Moranga Bistrô,restaurante,"R. Xavier de Castro, 100 - Praia de Iracema, Fortaleza - CE, 60060-660",$$$$,4.5,710,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Praia De Iracema,-3.721703981851,-38.512495978974
677,Casa Nostra | Restaurante Italiano,restaurante,"Av. Senador Virgílio Távora, 1800 - Dionísio Torres, Fortaleza - CE, 60170-251",$$,4.6,1203,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres,-3.742133037474,-38.494966263332
678,Moleskine Gastrobar,restaurante,"Rua Professor Dias da Rocha, 578 - Meireles, Fortaleza - CE, 60170-310",$$$,4.7,3009,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.734610981184,-38.491377019552
679,Marcel Restaurante.,restaurante,"Av. Historiador Raimundo Girão, 800 - Praia de Iracema, Fortaleza - CE, 60165-050",Restaurante francês,4.6,117,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.72197235359,-38.50890387818
680,Sabor de Mar,restaurante,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",$$,4.2,148,45.0,150.0,0 days 00:45:00,0 days 02:30:00,Meireles,-3.729135245547,-38.496183484977
681,Dom Antunes Steakhouse: Restaurante de Carnes Nobres Aldeota Fortaleza,restaurante,"Rua Frei Mansueto, 1560 - Aldeota, Fortaleza - CE, 60175-082",$$,4.4,1396,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.738138604104,-38.488557905543
682,Riô - drinks & comida,restaurante,"Rua Frei Mansueto, 662 - Meireles, Fortaleza - CE, 60175-070",Restaurante brasileiro,4.9,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.729848797734,-38.488909230284
683,Giz Cozinha Boêmia,restaurante,"Rua Professor Dias da Rocha, 579 - Meireles, Fortaleza - CE, 60170-310",Restaurante brasileiro,4.6,1583,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Meireles,-3.734644005883,-38.49135899846
684,Geppos Praia - Restaurante na Praia de Iracema,restaurante,"Av. Beira Mar, 3222 - Meireles, Fortaleza - CE, 60165-121",$$,4.4,3201,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles,-3.725243044462,-38.490904726048
685,Restaurante Moqueca,restaurante,"Rua Pescador Chico Bindá, 318 - Vicente Pinzon, Fortaleza - CE, 60181-160",Restaurante de frutos do mar,4.8,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.727172000207,-38.475493983587
686,Coco Bambu Beira Mar,restaurante,"Av. Beira Mar, 3698 - Beira Mar, Fortaleza - CE, 60165-121",$$$,4.6,18692,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Beira Mar,-3.724596995732,-38.487804987695
687,Amarú Restaurante,restaurante,"R. Mario Mamede, 932 - Fátima, Fortaleza - CE, 60411-170",$$,4.4,1299,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Fátima,-3.751712101328,-38.528541097943
688,Restaurante Rei do Baião,restaurante,"Av. Heráclito Graça, 699 - Centro, Fortaleza - CE, 60140-061",$$,4.5,1367,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro,-3.735401017468,-38.518659024741
689,Restaurante Renascença,restaurante,"Rua General Tertuliano Potiguara, 570 - Aldeota, Fortaleza - CE, 60135-280",$$,4.5,282,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota,-3.743586993657,-38.499262965517
690,Coco Bambu Meireles,restaurante,"Rua Canuto de Aguiar, 1317 - Meireles, Fortaleza - CE, 60160-120",$$$,4.6,10689,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.731932130249,-38.491198480916
691,Restaurante da Zena,restaurante,"R. Meton de Alencar, 549 - Centro, Fortaleza - CE, 60035-160",$$,4.5,2004,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro,-3.734272980939,-38.528911014334
692,Cervejaria Turatti,restaurante,"R. Ana Bilhar, 1178 - Varjota, Fortaleza - CE, 60160-110",$$,4.4,3042,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota,-3.731408701789,-38.489852378994
693,RAIZ Cozinha Brasileira,restaurante,"Av. Washington Soares, 3300 - Edson Queiroz, Fortaleza - CE, 60810-350",$$,4.4,1185,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Edson Queiroz,-3.78749400088,-38.480825041645
694,Restaurante Ubajara,restaurante,"R. Pinto Madeira, 600 - Centro, Fortaleza - CE, 60150-000",$,4.1,267,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro,-3.731646008665,-38.51982000215
695,Restaurante La Fiorelli,restaurante,"Centro, Fortaleza - CE, 60025-100",Restaurante,3.9,30,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72865,-38.5289
696,Giappone Sushibar,restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante de sushi,4.1,33,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
697,Vignoli Fortaleza – Virgílio Távora,restaurante,"Av. Senador Virgílio Távora, 10 - Meireles, Fortaleza - CE, 60822-150",$$$,4.5,2527,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles,-3.731828788034,-38.491580830418
698,Ryori Buganvília,restaurante,"Av. Dom Luís, 1113 - Meireles, Fortaleza - CE, 60160-230",$$$,4.5,668,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.735209993895,-38.491096980167
699,Ponza Frutos do Mar,restaurante,"R. Vicente Leite, 520 - Loja 01 - Meireles, Fortaleza - CE, 60170-150",Restaurante mediterrâneo,3.7,19,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.730766998479,-38.493497976332
700,RESTAURANTE FINNA MISTURA,restaurante,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-121",Restaurante self-service,4.2,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.724728094175,-38.50056764747
701,Mistura Cearense,restaurante,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-010",Restaurante self-service,4.4,179,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.731175993444,-38.527510985046
702,Balcone,restaurante,"R. Osvaldo Cruz, 919 - Meireles, Fortaleza - CE, 60125-048",$$$,4.6,1602,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles,-3.732395576808,-38.499206970822
703,Restaurante Philó,restaurante,"Rua Silva Paulet, 958 - Meireles, Fortaleza - CE, 60120-020",$$,4.6,222,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Meireles,-3.733561986002,-38.505162987162
704,Vila Mosquito,restaurante,"R. Antônio Augusto, 786 - Meireles, Fortaleza - CE, 60110-370",$$$,4.5,1120,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles,-3.727372998245,-38.512539983966
705,Restaurante Estação do marisco Fortaleza Ceará,restaurante,"R. Frederico Borges, 404 - Meireles, Fortaleza - CE, 60175-040",Restaurante de frutos do mar,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733080990488,-38.489352035564
706,Flor de Sal,restaurante,"esquina com - Rua Osvaldo Cruz, Av. Beira Mar, n 08 - Meireles, Fortaleza - CE, 60125-150",$$,3.7,688,90.0,90.0,0 days 01:30:00,0 days 01:30:00,Meireles,-3.722979949391,-38.505148409912
707,"Porpino Burger: Hambúrguer, Batata Frita, Hamburgueria Delivery Fortaleza CE",restaurante,"Av. Senador Virgílio Távora, 597 - Meireles, Fortaleza - CE, 60170-265",$$,4.6,4594,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.733052994932,-38.491906001462
708,Fortaleza Grill Restaurante,restaurante,"R. Pereira Filgueiras, 2111 - Aldeota, Fortaleza - CE, 60160-150",$$,4.4,2294,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Aldeota,-3.731180980676,-38.503962028075
709,Restaurante Maranhão,restaurante,"R. Rodrigues Júnior, 540 - Centro, Fortaleza - CE, 60060-000",$,4.2,25,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729532008865,-38.520285030138
710,Cantinho do Frango,restaurante,"Rua Torres Câmara, 71 - Aldeota, Fortaleza - CE, 60150-060",$$,4.7,5414,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Aldeota,-3.734457005623,-38.510479963622
711,Baltazar Beira Mar - Baltazar Pizza Express - Barraca Baltazar,restaurante,"Av. Beira Mar, 2661 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.8,275,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725947106808,-38.495448628557
712,Mistura Nordestina,restaurante,"R. Gonçalves Lêdo, 23 - Loja 11 - Praia de Iracema, Fortaleza - CE, 60160-220",Restaurante,4.7,45,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.723601016087,-38.51425802266
713,Villa Carneiro Bar & Restaurante,restaurante,"R. Sen. Alencar, 1182 - Centro, Fortaleza - CE, 60030-051",$,3.9,29,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Centro,-3.722308987622,-38.536180974234
714,Restaurante Pôr do Sol,restaurante,"Av. Beira Mar, 3678 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante,4.5,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe,-3.723512000276,-38.488221987378
715,Restaurante Boreale,restaurante,"Av. da Abolição, 3035 - Meireles, Fortaleza - CE, 60165-081",Restaurante,4.1,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.727083990223,-38.491998034758
716,Restaurante Delícias do Mar,restaurante,"R. Frederico Borges, 372 - Meireles, Fortaleza - CE, 60175-040",$,4.6,165,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.732850991065,-38.489307024744
717,Sabores Orgânicos,restaurante,"R. Monsenhor Bruno, 1300 - Meireles, Fortaleza - CE, 60115-190",$$,4.6,1859,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles,-3.733718304428,-38.509907833662
718,Restaurante Amuarama,restaurante,"Av. Deputado Oswaldo Studart, 888 - Fátima, Fortaleza - CE, 60411-260",$$,4.2,59,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.757714984826,-38.531979964362
719,Caravaggio Cucina&Vino,restaurante,"Rua Professor Dias da Rocha, 199 - Meireles, Fortaleza - CE, 60170-310",$$$,4.7,229,210.0,210.0,0 days 03:30:00,0 days 03:30:00,Meireles,-3.73092700901,-38.490285025207
720,Lagar Restaurante,restaurante,"R. Lauro Maia, 625 - Fátima, Fortaleza - CE, 60055-210",$$,4.4,420,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.746002993428,-38.523233029304
721,Coco Bambu,restaurante,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",$$$,4.8,2234,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.757360011226,-38.489447002527
722,Cozinha Mágica,restaurante,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Restaurante self-service,4.4,89,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota,-3.7367919943,-38.497113007352
723,Coco Bambu Sul,restaurante,"R. República da Armênia, 1154 - Parque Manibura, Fortaleza - CE, 60821-760",$$$,4.6,12189,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Parque Manibura,-3.791064984999,-38.481250004136
724,Sintra Gourmet,restaurante,"R. Joaquim Nabuco, 161 - Meireles, Fortaleza - CE, 60125-120",Restaurante self-service,4.8,20,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Meireles,-3.726833999961,-38.49858403136
725,Nova Casa,restaurante,"R. Joaquim Nabuco, 1800 - Aldeota, Fortaleza - CE, 60125-055",$$,4.5,2960,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Aldeota,-3.740903172413,-38.503152623449
726,El Chancho Aldeota,restaurante,"R. Leonardo Mota, 1477 - Aldeota, Fortaleza - CE, 60170-041",$$,4.6,3872,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Aldeota,-3.739088007127,-38.496615038485
727,Divina Comida,restaurante,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",$$,4.5,2920,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota,-3.736912029682,-38.502971569976
728,Vignoli | Silva Jatahy,restaurante,"Rua Silva Jatahy, 529 - Meireles, Fortaleza - CE, 60165-070",$$$,4.5,1717,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Meireles,-3.727286999918,-38.498896005796
729,K-BaB,restaurante,"Av. Desembargador Moreira, 90 - Meireles, Fortaleza - CE, 60170-000",$$,4.8,702,45.0,90.0,0 days 00:45:00,0 days 01:30:00,Meireles,-3.727109010204,-38.495579035252
730,Restaurante Boa Mistura,restaurante,"Rua Dom Joaquim, 46 - Centro, Fortaleza - CE, 60110-100",$,4.5,102,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.724278986326,-38.516304967234
731,Restaurante Aconchego do Mar,restaurante,"Av. Dioguinho, 5810 - Vicente Pinzon, Fortaleza - CE, 60183-706",Restaurante,4.3,37,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Vicente Pinzon,-3.764444982523,-38.441976010074
732,Domino's Pizza,restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,4.3,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
733,L'Ô Restaurante,restaurante,"Av. Pessoa Anta, 217 - Praia de Iracema, Fortaleza - CE, 60060-440",Restaurante,4.7,901,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.720852918609,-38.520815333652
734,Restaurante Fogão150,restaurante,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",$$,4.0,231,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.723228985315,-38.509029978192
735,Tempero do Mangue,restaurante,"R. Valdir Bezerra, 100 - Sabiaguaba, Fortaleza - CE, 60835-795",$$$,4.4,1771,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Sabiaguaba,-3.780237996848,-38.435808018984
736,La Bella Italia,restaurante,"Av. Almirante Barroso, 812 - Praia de Iracema, Fortaleza - CE, 60060-440",$$,4.5,1337,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Praia De Iracema,-3.720378006678,-38.515736003647
737,Restaurante Caicó Papicu,restaurante,"R. Eduardo Sabóia, 228 - Papicu, Fortaleza - CE, 60175-145",$$,4.5,1809,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Papicu,-3.736115107809,-38.482997881744
738,Misaki - Restaurante Japonês Contemporâneo em Fortaleza,restaurante,"Shopping Jardins Open Mall Avenida Desembargador Moreira, 1011 Aldeota Fortaleza CE 60170-001, Av. Desembargador Moreira, 1011 - Aldeota, Fortaleza - CE, 60160-230",$$$$,4.6,736,10.0,90.0,0 days 00:10:00,0 days 01:30:00,Aldeota,-3.7348368,-38.4975828
739,Restaurante Self Service - Mosaico Restaurante,restaurante,"R. Francisco Holanda, 609 - 706 - Dionísio Torres, Fortaleza - CE, 60130-140",$,4.5,294,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Dionísio Torres,-3.749954920972,-38.50084082414
740,Culinária da Van,restaurante,"R. Waldery Uchôa, 260 - Benfica, Fortaleza - CE, 60020-110",$$,4.5,3309,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Benfica,-3.744158010811,-38.538988995617
741,Le Marché,restaurante,"Praça Pelotas, 41 - Centro, Fortaleza - CE, 60110-210",Restaurante francês,4.5,310,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726615986659,-38.515307017842
742,Novos Boêmios,restaurante,"R. João Cordeiro, 219 - Meireles, Fortaleza - CE, 60110-355",$$,4.7,527,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.722199017053,-38.511857026495
743,Aconchego Bistrô Cearense,restaurante,"R. Dr. João Moreira, 143 - Centro, Fortaleza - CE, 60030-000",Restaurante,4.5,120,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Centro,-3.723276007792,-38.525977012946
744,Restaurante Mareiro,restaurante,"Av. Beira Mar, 2380 - Meireles, Fortaleza - CE, 60165-121",Restaurante,4.3,53,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725041990972,-38.499083006056
745,Pasto e Pizzas,restaurante,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,4.6,704,120.0,120.0,0 days 02:00:00,0 days 02:00:00,Varjota,-3.736024002422,-38.488004979905
746,Frigideira do Jonny Self Service,restaurante,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",$$,4.6,2259,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota,-3.742342993497,-38.503571012292
747,"Cinco Sentidos Bistrô: Restaurante, Gastronomia, Drinks, Vinhos em Fortaleza CE",restaurante,"Rua Professor Dias da Rocha, 579 - Meireles, Fortaleza - CE, 60170-310",Restaurante,4.3,12,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.734644005883,-38.49135899846
748,Anzio Gastronomia,restaurante,"Travessa Acaraú, 39 - Meireles, Fortaleza - CE, 60160-180",$$,4.5,517,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.72754398907,-38.511982000671
749,Carbone Steakhouse,restaurante,"Av. Desembargador Moreira, 1300 - Aldeota, Fortaleza - CE, 60191-156",$$$,4.6,532,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Aldeota,-3.737872002524,-38.498783017741
750,Colosso Fortaleza,restaurante,"Av. Hermenegildo Sá Cavalcante, s/n - Edson Queiroz, Fortaleza - CE, 60811-665",$$$$,4.5,716,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Edson Queiroz,-3.780681295916,-38.474000277247
751,Mangusta Restaurante e Pizzaria,restaurante,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,4.8,77,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.740484975106,-38.530565986113
752,Churrascaria JP Steakhouse Fortaleza,restaurante,"Av. Beira Mar, 2500 - Loja 9 - Meireles, Fortaleza - CE, 60165-120",$$$,4.6,3519,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.725365902751,-38.498415034285
753,Domino's Pizza,restaurante,"Av. Treze de Maio, 825 - Fátima, Fortaleza - CE, 60040-531",$$,4.2,764,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Fátima,-3.751111004933,-38.5273952659
754,O Capo,restaurante,"R. Barão de Aracati, 50 - Praia de Iracema, Fortaleza - CE, 60115-080",Restaurante italiano,4.2,318,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.722313352918,-38.508624041329
755,Conimaki,restaurante,"Rua Canuto de Aguiar, 1368 - Meireles, Fortaleza - CE, 60160-120",$$$,4.2,619,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.732170003342,-38.490569004086
756,Restaurante Amaral (o goiano),restaurante,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,4.1,53,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Vicente Pinzon,-3.726394997782,-38.461840030952
757,Zoá Gastrobar,restaurante,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,4.7,53,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres,-3.745181540391,-38.502264617038
758,Pepe nero Bistrô,restaurante,"Av. Pres. Castelo Branco, 158 - Centro, Fortaleza - CE",$$,4.4,366,45.0,150.0,0 days 00:45:00,0 days 02:30:00,Centro,-3.721560224538,-38.526015652045
759,Mar de Lima,restaurante,"Rua Frei Mansueto, 1130 - Varjota, Fortaleza - CE, 60175-070",Restaurante,4.8,39,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Varjota,-3.734127010095,-38.488683997881
760,Restaurante Fiorentina,restaurante,"R. Osvaldo Cruz, 8 - Praia de Iracema, Fortaleza - CE, 60125-150",Restaurante,4.0,65,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.725717080332,-38.497185431284
761,Barraca da Boa,restaurante,"Av. Beira Mar, 2571 - Meireles, Fortaleza - CE, 60165-121",$$,4.2,7976,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725769611202,-38.496213844727
762,Restaurante Sesc João Cordeiro,restaurante,"R. João Cordeiro, 933 - Aldeota, Fortaleza - CE, 60110-301",$,4.8,144,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Aldeota,-3.728420430805,-38.513955067544
763,Restaurante Fortaleza,restaurante,"R. Clodoaldo Arruda, 250 - Cambeba, Fortaleza - CE, 60822-375",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cambeba,-3.81328599705,-38.480681962557
764,Bruta Flor,restaurante,"R. Antônio Augusto, 806 - Meireles, Fortaleza - CE, 60110-370",$$,4.6,137,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Meireles,-3.727585018486,-38.512611984514
765,Restaurante da Boró - Comida Caseira,restaurante,"R. dos Aprendizes Marinheiros, 300 - Moura Brasil, Fortaleza - CE, 60015-220",Restaurante de comida caseira,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Moura Brasil,-3.719340545822,-38.536364483322
766,Barraca Terra do Sol,restaurante,"Av. Clóvis Arrais Maia, 5295 - Praia do Futuro II, Fortaleza - CE, 60182-026",$$,4.5,6280,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro Ii,-3.75101600017,-38.446905994065
767,Restaurante Frederico,restaurante,"Rua Dr. José Lourenço, 504 - Meireles, Fortaleza - CE, 60115-280",$$,4.4,1166,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.729117437386,-38.506089274906
768,Cantina Primu's,restaurante,"R. Guilherme Rocha, 52 - Centro, Fortaleza - CE, 60030-140",$,4.1,164,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727599980183,-38.526703975409
769,Chale Suíça Carnes e Fondue,restaurante,"R. Pereira Filgueiras, 1645 - Aldeota, Fortaleza - CE, 60160-150",$$$,4.3,127,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota,-3.729912002445,-38.508091959408
770,Nem Restaurante,restaurante,"Centro, Fortaleza - CE, 60035-130",Restaurante,4.7,43,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.731084295423,-38.534937183622
771,Lagostinne Fortaleza,restaurante,"Rua Frei Mansueto, 1225 - Varjota, Fortaleza - CE, 60175-157",Restaurante japonês,4.4,181,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Varjota,-3.735227009158,-38.488527004835
772,Restaurante Le Pritaf,restaurante,"Av. Alberto Nepomuceno, 199 - Centro, Fortaleza - CE, 60055-000",Restaurante,1.6,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.723003009205,-38.523419023735
773,Restaurante Fanfan,restaurante,"R. Meton de Alencar, 522 - Centro, Fortaleza - CE, 60030-160",Restaurante,4.6,78,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro,-3.734343869516,-38.528363007338
774,Nhamy Nhamy Mercado Saudável,restaurante,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,4.9,19,20.0,90.0,0 days 00:20:00,0 days 01:30:00,Cambeba,-3.80129899541,-38.49110796046
775,De Babo Restaurante,restaurante,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,4.6,171,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728323062101,-38.526283089979
776,Costa | Bar e Restaurante,restaurante,"R. Costa Barros, 1199 - Aldeota, Fortaleza - CE, 60160-190",$,4.5,247,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Aldeota,-3.729793985248,-38.51314297808
777,Restaurante Compasso Gourmet,restaurante,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",$$,4.5,356,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro,-3.731267020912,-38.527778032482
778,Churrascaria Picui Prime Cidade 2000,restaurante,"R. Andrade Furtado, 2520 - Cidade 2000, Fortaleza - CE, 60191-345",$$,4.5,1327,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.749781010556,-38.467369991572
779,VILLELÔ,restaurante,"Av. da Abolição, 2324 - Meireles, Fortaleza - CE, 60165-080",,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.726637989155,-38.498082961188
780,Comes e Bebes Restaurante,restaurante,"R. Barão do Rio Branco, 783 - Centro, Fortaleza - CE, 60025-060",Restaurante self-service,4.4,138,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro,-3.725268008991,-38.527635037213
781,Zé Tropeiro - Culinária Mineira,restaurante,"Rua Isac Meyer, 211 - Meireles, Fortaleza - CE, 60160-200",$$,4.5,440,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles,-3.728702077511,-38.511099037615
782,Aki Asian Kitchen,restaurante,"R. Leonardo Mota, 753 - Meireles, Fortaleza - CE, 60170-040",Restaurante asiático,4.5,386,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles,-3.733077378773,-38.495109866784
783,Varanda Tropical,restaurante,"Av. Monsenhor Tabosa, 714 - Praia de Iracema, Fortaleza - CE, 60165-010",$$,4.2,1171,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.724054979963,-38.512831003644
784,Restaurante O Brazão,restaurante,"R. João Cordeiro, 43 - Praia de Iracema, Fortaleza - CE, 60110-300",$$,4.4,2972,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia De Iracema,-3.72074400248,-38.511436003498
785,Grelha Sul Restaurante,restaurante,"Av. Borges de Melo, 1643 - Parreão, Fortaleza - CE, 60410-335",Restaurante fast-food,4.4,74,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parreão,-3.757051012366,-38.533488036382
786,Ossobuco Self-Service Restaurante e Lanches,restaurante,"Av. Treze de Maio, 1200 - Sala 1701 - Fátima, Fortaleza - CE, 60040-530",$$,4.5,1139,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Fátima,-3.749058993416,-38.529730010093
